Fecha,CIDIA_m3dia,CIDIA93_m3dia,VOLUMEN_m3,VOLUMEN93_m3,VHOY93_m3,VHOY_m3,FRECUENCIA_Hz,PMA_Kgcm2,PAB_Kgcm2,Fpv,Zb,Zf,SNDVEL7_ms,SNDVEL8_ms,SNDVEL6_ms,SNDVEL5_ms,Etiqueta,SNDVEL_promedio,Q_P_ratio,Q_Z_ratio,Q_Fpv_ratio,Z_Fpv,PMA_Kgcm2_smooth,CIDIA_m3dia_smooth,Zb_smooth,Fpv_smooth,SNDVEL_promedio_smooth,Q_P_ratio_smooth,Q_Z_ratio_smooth,Q_Fpv_ratio_smooth,Z_Fpv_smooth
2025-07-06 22:00:00,5501819,5.475.429,4.403.817,4.366.017,3.398.119,3.421.358,"580,61",69.97,"70,95",1.052,0.9978,"0,9016","436,83","436,87","436,81","436,73",0,43680999999999995,78631.11333428613,5513949.689316496,5229865.969581748,1.0496856,69.93333333333334,5342270.666666667,0.9978,1.0519666666666667,1.4560333334935214e+16,76390.15274086581,5354049.575733281,5078360.569763951,1.04965234
2025-07-06 23:00:00,5285347,5.257.206,4.403.817,4.366.017,3.623.493,3.647.861,"556,24",70.15,"71,13",1.0521,0.9978,"0,9015","436,91","436,94","436,94","436,88",0,4369175,75343.50677120456,5297000.4008819405,5023616.576371067,1.04978538,70.00333333333333,5286554.0,0.9978,1.0518666666666665,1.4560333336248528e+16,75517.6334200064,5298210.062136701,5025846.535764585,1.0495525600000002
2025-07-07 00:00:00,5072496,5.033.708,,,3.839.403,3.865.193,"536,31",69.89,"70,87",1.0515,0.9978,"0,9024","437,65","437,70","437,65","437,57",0,4376425,72578.28015452855,5083680.096211665,4824057.061340941,1.0491867000000001,69.88333333333334,4978573.666666667,0.9978,1.0516666666666667,1.4588000002915198e+16,71228.8157252324,4989550.678158616,4733917.336468964,1.049353
2025-07-07 01:00:00,4577878,4.544.083,5.126.345,5.093.229,4.040.433,4.067.794,"485,93",69.61,"70,59",1.0514,0.9978,"0,9027","437,66","437,72","437,62","437,56",0,43764000000000004,65764.66024996409,4587971.53738224,4354078.371694883,1.04908692,69.77,4825992.333333333,0.9978,1.0515999999999999,1.4588000001473362e+16,69165.46659808827,4836632.9257700285,4589182.641572514,1.04928648
2025-07-07 02:00:00,4827603,4.799.880,5.126.345,5.093.229,4.237.021,4.265.768,"510,54",69.81,"70,80",1.0519,0.9978,"0,9019","436,72","436,78","436,70","436,64",0,43671,69153.45938977224,4838247.143716175,4589412.491681718,1.0495858200000001,69.73666666666668,4811414.666666667,0.9978,1.0517,2.914741666668122e+16,68991.25266111284,4822023.117525223,4574864.261297937,1.0493862600000001
2025-07-07 03:00:00,5028763,5.002.971,5.126.345,5.093.229,4.445.138,4.474.980,"532,40",69.79,"70,77",1.0518,0.9978,"0,9019","436,79","436,83","436,78","436,73",0,43678249999999997,72055.63834360223,5039850.67147725,4781101.920517208,1.0494860400000001,69.91000000000001,5006508.666666667,0.9978,1.0519666666666667,1.4559416668136962e+16,71610.59947735896,5017547.270662123,4759176.095962653,1.0496523400000002
2025-07-07 04:00:00,5163160,5.141.341,5.126.345,5.093.229,4.660.147,4.690.981,"543,54",70.13,"71,11",1.0522,0.9978,"0,9013","436,75","436,76","436,72","436,66",0,4367225,73622.70069870242,5174543.996792944,4907013.8756890325,1.04988516,70.01333333333334,5165021.666666667,0.9978,1.0519666666666667,2.9130916668122404e+16,73769.28662125119,5176409.768156611,4909868.176958946,1.04965234
2025-07-07 05:00:00,5303142,5.271.615,5.126.345,5.093.229,4.875.368,4.907.244,"558,47",70.12,"71,10",1.0519,0.9978,"0,9016","437,14","437,20","437,14","437,10",0,43714500000000004,75629.52082144894,5314834.636199639,5041488.734670596,1.0495858200000001,70.04666666666667,5215852.666666667,0.9978,1.0520666666666667,1.4571500002909962e+16,74462.22045139207,5227352.842921093,4957727.591280729,1.0497521200000002
2025-07-07 06:00:00,5181256,5.155.879,5.126.345,5.093.229,5.090.149,5.123.250,"547,73",69.89,"70,87",1.0521,0.9978,"0,9014","436,27","436,33","436,29","436,18",0,4362675,74134.4398340249,5192679.895770695,4924680.163482559,1.04978538,69.88333333333333,5198244.666666667,0.9978,1.0521,1.4571500001468738e+16,74382.05159892398,5209706.019910471,4940839.282690793,1.04978538
2025-07-07 07:00:00,5110336,5.096.247,5.126.345,5.093.229,214.512,215.320,"541,25",69.64,"70,62",1.0523,0.9978,"0,9010","435,52","435,58","435,48","435,46",0,43551,73382.19414129811,5121603.527761075,4856348.949919225,1.04998494,69.68333333333332,5161321.0,0.9978,1.0525333333333333,1483215.0,74068.50495763548,5172700.94207256,4903706.438231029,1.05021776
2025-07-07 08:00:00,5192371,5.203.718,5.126.345,5.093.229,422.870,423.900,"550,02",69.52,"70,50",1.0532,0.9978,"0,8996","434,27","434,35","434,25","434,21",0,43427,74688.88089758344,5203819.402685909,4930090.201291303,1.05088296,69.40333333333332,5002781.0,0.9978,1.0525,1481431.6666666667,72073.10514812826,5013811.385047104,4753159.058008072,1.0501845
2025-07-07 09:00:00,4705636,4.696.371,5.126.345,5.093.229,635.386,636.419,"502,98",69.05,"70,04",1.052,0.9978,"0,9015","435,74","435,78","435,72","435,69",0,4357325,68148.24040550327,4716011.224694327,4473038.022813688,1.0496856,69.23,4852962.333333333,0.9978,1.0523333333333333,2920573.0,70089.61142201656,4863662.3905926375,4611488.326714086,1.0500182000000002
2025-07-07 10:00:00,4660880,4.642.466,5.126.345,5.093.229,833.317,834.903,"497,43",69.12,"70,11",1.0518,0.9978,"0,9019","436,09","436,17","436,09","436,04",0,4360975,67431.71296296296,4671156.5443976745,4431336.756037269,1.0494860400000001,69.04333333333334,4615340.333333333,0.9978,1.0516666666666667,4363355.666666667,66845.99083666585,4625516.46956638,4388566.643685986,1.0493530000000002
2025-07-07 11:00:00,4479505,4.457.656,5.126.345,5.093.229,1.021.117,1.023.486,"480,64",68.96,"69,94",1.0512,0.9978,"0,9031","437,18","437,21","437,18","437,14",0,4371775,64958.01914153133,4489381.639607135,4261325.152207002,1.04888736,68.98666666666666,4585236.333333333,0.9978,1.0514,3056469.0,66465.0055524466,4595346.094741765,4361063.60919152,1.04908692
2025-07-07 12:00:00,4615324,4.588.953,5.126.345,5.093.229,1.210.993,1.214.430,"494,99",68.88,"69,86",1.0512,0.9978,"0,9029","436,73","436,72","436,61","436,60",0,436665,67005.28455284554,4625500.100220485,4390528.91933029,1.04888736,69.03666666666665,4559698.666666667,0.9978,1.0512333333333332,1.457625000160281e+16,66047.66395702556,4569752.121333602,4337474.614099101,1.0489206199999999
2025-07-07 13:00:00,4584267,4.556.706,5.126.345,5.093.229,1.404.007,1.408.510,"489,39",69.27,"70,25",1.0513,0.9978,"0,9029","437,31","437,34","437,27","437,23",0,43728749999999997,66179.68817669987,4594374.624173181,4360569.770760012,1.04898714,69.32,4612988.333333333,0.9978,1.0513333333333332,1.4576250000160114e+16,66547.37595497094,4623159.283757601,4387749.016525582,1.0490204
2025-07-07 14:00:00,4639374,4.616.349,5.126.345,5.093.229,1.594.835,1.600.405,"491,81",69.81,"70,79",1.0515,0.9978,"0,9024","436,91","436,97","436,90","436,86",0,43691,66457.15513536743,4649603.126879134,4412148.359486448,1.0491867000000001,69.63666666666667,4693221.0,0.9978,1.0516666666666667,2.9111083333347892e+16,67392.49018321476,4703568.851473241,4462610.408871991,1.0493530000000002
2025-07-07 15:00:00,4856022,4.843.590,5.126.345,5.093.229,1.797.318,1.803.593,"513,76",69.83,"70,81",1.0522,0.9978,"0,9013","436,06","436,12","436,01","435,99",0,43604499999999996,69540.62723757698,4866728.803367408,4615113.096369511,1.04988516,69.85333333333334,4901546.0,0.9978,1.052,1.4534833334801018e+16,70166.89046298756,4912353.176989377,4659200.237573957,1.0496856
2025-07-07 16:00:00,5209242,5.198.818,5.126.345,5.093.229,2.003.347,2.010.084,"550,30",69.92,"70,90",1.0523,0.9978,"0,9011","435,98","435,98","435,87","435,92",0,4359375,74502.88901601831,5220727.600721587,4950339.256865913,1.04998494,69.84666666666666,5096871.333333333,0.9978,1.0522,1.4534833336239782e+16,72971.99694005068,5108109.1735150665,4844014.327167566,1.04988516
2025-07-07 17:00:00,5225350,5.221.748,5.126.345,5.093.229,2.225.300,2.232.397,"553,75",69.79,"70,77",1.0521,0.9978,"0,9013","435,98","436,07","436,01","435,93",0,4359975,74872.4745665568,5236871.116456203,4966590.628267275,1.04978538,69.87666666666667,5261584.333333333,0.9978,1.0522666666666665,2907898.0,75297.8948402634,5273185.3410837175,5000233.754945574,1.0499516800000002
2025-07-07 18:00:00,5350161,5.351.325,5.126.345,5.093.229,2.439.291,2.446.556,"565,89",69.92,"70,90",1.0524,0.9978,"0,9009","435,19","435,25","435,21","435,15",0,4352,76518.3209382151,5361957.306073361,5083771.379703535,1.05008472,69.92333333333333,5158938.666666667,0.9978,1.0524333333333333,1.4496583334788106e+16,73783.15792684518,5170313.356049977,4901952.292930492,1.0501179800000002
2025-07-07 19:00:00,4901305,4.911.759,5.126.345,5.093.229,2.656.536,2.663.463,"517,01",70.06,"71,04",1.0528,0.9978,"0,9002","434,96","434,95","434,82","434,86",0,43489750000000004,69958.67827576362,4912111.645620365,4655494.8708206685,1.05048384,69.80666666666667,4859260.666666667,0.9978,1.0523333333333333,2.905658333333478e+16,69593.31233399904,4869974.61081045,4617505.30592044,1.0500182
2025-07-07 20:00:00,4326316,4.321.035,5.126.345,5.093.229,2.853.609,2.860.362,"461,24",69.44,"70,42",1.0518,0.9978,"0,9020","436,80","436,88","436,79","436,73",0,43679999999999995,62302.93778801843,4335854.880737622,4113249.667237117,1.0494860400000001,69.57666666666667,4465610.0,0.9978,1.0522,4.359425e+16,64161.39766043444,4475456.003207056,4243956.9879711,1.04988516
2025-07-07 21:00:00,4169209,4.152.993,5.126.345,5.093.229,3.028.190,3.035.503,"443,90",69.23,"70,22",1.052,0.9978,"0,9016","436,14","436,20","436,11","436,07",0,43613000000000005,60222.5769175213,4178401.4832631787,3963126.425855513,1.0496856,69.20666666666666,4159899.0,0.9978,1.0518333333333334,2.9097666668121972e+16,60103.00333065971,4169070.956103428,3954897.384268492,1.0495193
2025-07-07 22:00:00,3984172,3.967.939,5.126.345,5.093.229,3.196.532,3.204.431,"426,22",68.95,"69,94",1.0517,0.9978,"0,9021","436,62","436,64","436,59","436,52",0,4365925,57783.49528643944,3992956.5043094805,3788316.0597128454,1.0493862600000001,68.96000000000001,4003490.3333333335,0.9978,1.0515666666666668,1.4537666668136566e+16,58050.01048234886,4012317.431683036,3807122.1225284953,1.04925322
2025-07-07 23:00:00,3857090,3.830.125,5.126.345,5.093.229,3.356.619,3.365.475,"414,64",68.7,"69,68",1.051,0.9978,"0,9033","437,70","437,74","437,67","437,61",0,43768,56143.959243085876,3865594.307476448,3669923.882017127,1.0486878,68.82333333333334,3969799.6666666665,0.9978,1.0511666666666668,2929720.0,57680.05628558525,3978552.4821273475,3776568.814480984,1.0488541
2025-07-08 00:00:00,4068137,4.036.327,,,3.518.353,3.528.496,"437,00",68.82,"69,80",1.0508,0.9978,"0,9037","437,95","438,02","437,95","437,87",0,4379475,59112.71432723046,4077106.6345961113,3871466.5017129807,1.04848824,68.85,3995757.3333333335,0.9978,1.0508333333333333,2935686.6666666665,58033.768779559294,4004567.3815727937,3802475.770497517,1.0485214999999999
2025-07-08 01:00:00,4062045,4.024.830,4.727.994,4.713.890,3.688.615,3.700.241,"435,09",69.03,"70,01",1.0507,0.9978,"0,9038","438,37","438,43","438,38","438,35",0,4383825,58844.63276836158,4071001.2026458206,3866036.927762444,1.04838846,69.10666666666667,4226053.0,0.9978,1.0508,4382955.666666667,61141.37470721547,4235370.815794748,4021733.5471296743,1.04848824
2025-07-08 02:00:00,4547977,4.507.157,4.727.994,4.713.890,3.864.547,3.877.824,"484,10",69.47,"70,46",1.0509,0.9978,"0,9034","438,58","438,66","438,47","438,52",0,4385575,65466.77702605441,4558004.610142313,4327697.211913598,1.04858802,69.48,4513000.333333333,0.9978,1.0514666666666665,1.451325000292313e+16,64928.60071023474,4522950.825148661,4291838.3682405455,1.0491534399999998
2025-07-08 03:00:00,4928979,4.927.601,4.727.994,4.713.890,4.073.219,4.087.518,"519,63",69.94,"70,92",1.0528,0.9978,"0,9002","435,41","435,45","435,40","435,33",0,43539750000000004,70474.39233628825,4939846.662657848,4681780.965045593,1.05048384,69.81,4806164.333333333,0.9978,1.0522666666666665,1.4513250002912314e+16,68838.13043297738,4816761.207990914,4567283.407133139,1.04995168
2025-07-08 04:00:00,4941537,4.944.860,4.727.994,4.713.890,4.279.121,4.293.287,"519,84",70.02,"71,00",1.0531,0.9978,"0,8998","435,12","435,20","435,17","435,06",0,4351375,70573.22193658954,4952432.351172579,4692372.044440225,1.05078318,70.02333333333333,5037409.0,0.9978,1.0529666666666666,1.4513250001595528e+16,71937.23784848316,5048515.734616156,4784012.066789669,1.05065014
2025-07-08 05:00:00,5241711,5.239.731,4.727.994,4.713.890,4.491.032,4.505.254,"550,86",70.11,"71,09",1.053,0.9978,"0,8999","435,20","435,32","435,19","435,15",0,435215,74764.09927257168,5253268.190018039,4977883.190883191,1.0506834,70.04333333333334,5089931.666666667,0.9978,1.0531333333333333,1610013.6666666667,72667.42611733945,5101154.20591969,4833136.124360313,1.0508164400000002
2025-07-08 06:00:00,5086547,5.094.966,4.727.994,4.713.890,4.710.988,4.725.096,"535,17",70.0,"70,98",1.0533,0.9978,"0,8993","434,61","434,66","434,59","434,50",0,43459,72664.95714285714,5097762.076568451,4829153.137757525,1.05098274,69.91333333333334,5113270.0,0.9978,1.0529666666666666,1.4509666666826222e+16,73134.36353203269,5124543.996792945,4856051.187385906,1.0506501400000001
2025-07-08 07:00:00,5011552,5.004.336,4.727.994,4.713.890,208.558,208.483,"530,51",69.63,"70,62",1.0526,0.9978,"0,9006","435,31","435,34","435,28","435,23",0,43528999999999996,71974.03418066926,5022601.723792343,4761117.233517006,1.05028428,69.76666666666667,5083387.333333333,0.9978,1.0527,2.9016750000014484e+16,72862.83682842966,5094595.443308613,4828912.590969734,1.05038406
2025-07-08 08:00:00,5152063,5.141.438,4.727.994,4.713.890,423.952,424.313,"546,20",69.67,"70,66",1.0522,0.9978,"0,9011","435,22","435,26","435,20","435,17",0,43521250000000003,73949.5191617626,5163422.529565043,4896467.40163467,1.04988516,69.55666666666667,5072092.333333333,0.9978,1.0526666666666666,2.901675000144534e+16,72919.98892587812,5083275.539520279,4818340.972826227,1.0503508000000001
2025-07-08 09:00:00,5052662,5.065.788,4.727.994,4.713.890,643.383,643.363,"536,04",69.37,"70,35",1.0532,0.9978,"0,8995","433,61","433,67","433,59","433,54",0,4336025,72836.41343520253,5063802.365203448,4797438.283327004,1.05088296,69.39666666666666,5002615.333333333,0.9978,1.0528333333333333,2.8953250001445344e+16,72081.79435565263,5013645.353110176,4751613.672912714,1.0505171000000002
2025-07-08 10:00:00,4803121,4.821.729,4.727.994,4.713.890,851.294,850.558,"511,71",69.15,"70,13",1.0531,0.9978,"0,8997","433,41","433,44","433,37","433,32",0,43338500000000005,69459.45046999276,4813711.164562036,4560935.333776469,1.05078318,69.29333333333334,4797482.0,0.9978,1.0530333333333333,2.8931000001445344e+16,69234.4488680524,4808059.7314091,4555838.001547156,1.05071666
2025-07-08 11:00:00,4536663,4.541.551,4.727.994,4.713.890,1.045.458,1.044.110,"482,11",69.36,"70,35",1.0528,0.9978,"0,9002","434,54","434,61","434,54","434,49",0,43454499999999996,65407.48269896194,4546665.664461816,4309140.387537994,1.05048384,69.36,4659913.0,0.9978,1.0528333333333333,2.893100000014496e+16,67187.23367622144,4670187.412307076,4426055.071333081,1.0505171
2025-07-08 12:00:00,4639955,4.640.596,4.727.994,4.713.890,1.235.289,1.233.799,"491,66",69.57,"70,56",1.0526,0.9978,"0,9005","434,89","434,94","434,87","434,88",0,434895,66694.76785970965,4650185.407897375,4408089.492684781,1.05028428,69.56,4625921.0,0.9978,1.0527,2.8995166666811628e+16,66500.72629136125,4636120.465023052,4394342.451129006,1.05038406
2025-07-08 13:00:00,4701145,4.705.876,4.727.994,4.713.890,1.428.905,1.427.307,"497,39",69.75,"70,73",1.0527,0.9978,"0,9003","435,32","435,37","435,29","435,26",0,43530999999999995,67399.92831541218,4711510.322709962,4465797.473164245,1.05038406,69.73666666666666,4766871.0,0.9978,1.0527,1.45103333334928e+16,68352.13104249183,4777381.238725196,4528223.530156362,1.05038406
2025-07-08 14:00:00,4959513,4.956.786,4.727.994,4.713.890,1.629.951,1.628.365,"523,08",69.89,"70,87",1.0528,0.9978,"0,9003","435,23","435,27","435,23","435,19",0,43523,70961.6969523537,4970447.98556825,4710783.624620061,1.05048384,69.90333333333332,4888591.333333333,0.9978,1.0528000000000002,2.900691666668117e+16,69930.61739456902,4899369.947217211,4643409.705846423,1.05048384
2025-07-08 15:00:00,5005116,5.009.760,4.727.994,4.713.890,1.839.635,1.838.044,"527,09",70.07,"71,05",1.0529,0.9978,"0,9000","434,91","434,96","434,88","434,84",0,43489750000000004,71430.22691594121,5016151.533373421,4753648.019754963,1.05058362,69.96,4952888.0,0.9978,1.053,2.895933333334784e+16,70795.56787219287,4963808.378432551,4703604.813766326,1.0506834000000003
2025-07-08 16:00:00,4894035,4.904.958,4.727.994,4.713.890,2.045.655,2.043.745,"515,72",69.92,"70,90",1.0533,0.9978,"0,8994","433,88","433,96","433,86","433,83",0,43388250000000005,69994.77974828375,4904825.616355983,4646382.796923954,1.05098274,70.01333333333334,4959424.333333333,0.9978,1.0531333333333333,2.8959333333478172e+16,70834.84994922177,4970359.123404824,4709214.601888289,1.0508164400000002
2025-07-08 17:00:00,4979122,4.990.485,4.727.994,4.713.890,2.249.430,2.246.935,"524,08",70.05,"71,03",1.0532,0.9978,"0,8996","434,53","434,53","434,50","434,46",0,434505,71079.5431834404,4990100.220485067,4727612.988985948,1.05088296,69.89333333333333,4772733.333333333,0.9978,1.0532333333333332,1.446275000159171e+16,68279.70186759665,4783256.497628115,4531502.519850712,1.0509162200000002
2025-07-08 18:00:00,4445043,4.451.704,4.727.994,4.713.890,2.451.948,2.449.189,"469,59",69.71,"70,69",1.0532,0.9978,"0,8995","434,08","434,12","434,06","433,99",0,4340625,63764.78267106585,4454843.656043295,4220511.773642234,1.05088296,69.57,4410875.666666667,0.9978,1.053,1593156.3333333333,63359.817586019846,4420600.988842119,4188757.4023505053,1.0506833999999998
2025-07-08 19:00:00,3808462,3.809.635,4.727.994,4.713.890,2.625.101,2.622.027,"406,63",68.95,"69,94",1.0526,0.9978,"0,9004","434,71","434,76","434,68","434,65",0,4347,55235.1269035533,3816859.0899979956,3618147.444423333,1.05028428,69.19,4026232.0,0.9978,1.0525,2903063.0,58169.95486280174,4035109.2403287236,3825269.848701961,1.0501845
2025-07-08 20:00:00,3825191,3.807.090,4.727.994,4.713.890,2.792.910,2.790.124,"409,35",68.91,"69,90",1.0517,0.9978,"0,9020","436,44","436,47","436,43","436,35",0,4364225,55509.9550137861,3833624.974944879,3637150.3280403153,1.0493862600000001,68.89999999999999,3764196.6666666665,0.9978,1.0518333333333334,1.4563500001456186e+16,54632.134607736014,3772496.15821474,3578673.9023382124,1.0495193
2025-07-08 21:00:00,3658937,3.633.077,4.727.994,4.713.890,2.946.684,2.944.857,"392,34",68.84,"69,83",1.0512,0.9978,"0,9030","436,91","436,99","436,90","436,82",0,43690500000000003,53151.32190586868,3667004.4097013427,3480723.9345509894,1.04888736,68.83333333333333,3711904.6666666665,0.9978,1.0514,1.456350000291028e+16,53925.08503382431,3720088.862163427,3530424.938096401,1.04908692
2025-07-08 22:00:00,3651586,3.632.598,4.727.994,4.713.890,3.099.454,3.098.520,"392,22",68.75,"69,73",1.0513,0.9978,"0,9027","436,68","436,71","436,65","436,61",0,4366625,53113.97818181818,3659637.201844057,3473400.551697898,1.04898714,68.78666666666666,3612293.3333333335,0.9978,1.0513000000000001,1.4563500001470074e+16,52514.28281241929,3620257.9007149064,3436029.257764911,1.04898714
2025-07-08 23:00:00,3526357,3.508.695,4.727.994,4.713.890,3.250.454,3.250.278,"378,43",68.77,"69,75",1.0514,0.9978,"0,9025","436,19","436,24","436,18","436,11",0,43618,51277.548349571036,3534132.0905993185,3353963.287045844,1.04908692,68.8,3501830.6666666665,0.9978,1.0514999999999999,1484620.6666666667,50900.29688096248,3509551.680363467,3330344.8962384067,1.0491867000000001
2025-07-09 00:00:00,3327549,3.314.309,,,3.391.849,3.392.308,"356,18",68.88,"69,86",1.0518,0.9978,"0,9020","436,38","436,41","436,35","436,26",0,43635,48309.36411149826,3334885.7486470235,3163670.8499714774,1.0494860400000001,68.84333333333332,3397314.3333333335,0.9978,1.0516333333333334,1.4554250000029082e+16,49349.5137936433,3404804.904122403,3230526.07584581,1.0493197400000003
2025-07-09 01:00:00,3338037,3.322.173,4.377.989,4.372.294,3.534.582,3.535.783,"357,31",68.88,"69,86",1.0517,0.9978,"0,9023","436,64","436,69","436,64","436,54",0,43662750000000005,48461.62891986063,3345396.873120866,3173944.09052011,1.0493862600000001,68.90666666666665,3383501.6666666665,0.9978,1.0516666666666667,1.4554250001470086e+16,49102.12045360842,3390961.7825883613,3217283.598011382,1.0493530000000002
2025-07-09 02:00:00,3484919,3.465.548,4.377.989,4.372.294,3.679.818,3.681.811,"372,88",68.96,"69,94",1.0515,0.9978,"0,9024","436,69","436,71","436,67","436,58",0,4366625,50535.368329466364,3492602.7259971937,3314235.853542558,1.0491867000000001,69.10333333333334,3658685.3333333335,0.9978,1.0516666666666667,2.913441666812221e+16,52926.545745937074,3666752.188147258,3478914.769970563,1.0493530000000002
2025-07-09 03:00:00,4153100,4.132.085,4.377.989,4.372.294,3.837.232,3.840.038,"441,10",69.47,"70,45",1.0518,0.9978,"0,9021","437,41","437,45","437,40","437,36",0,43740500000000003,59782.63998848424,4162256.965323712,3948564.3658490204,1.0494860400000001,69.21666666666665,3933282.0,0.9978,1.0517333333333334,1.4580166668136766e+16,56814.21330910401,3941954.2994588097,3739761.875583231,1.04941952
2025-07-09 04:00:00,4161827,4.142.072,4.377.989,4.372.294,4.006.150,4.009.952,"443,31",69.22,"70,21",1.0519,0.9978,"0,9019","436,78","436,86","436,90","436,86",0,43685,60124.63160936146,4171003.207055522,3956485.4073581137,1.0495858200000001,69.31666666666668,4222278.666666667,0.9978,1.0517,1.458016666669577e+16,60913.88310167866,4231588.160620031,4014735.37871726,1.0493862600000001
2025-07-09 05:00:00,4351909,4.321.737,4.377.989,4.372.294,4.184.167,4.189.046,"463,64",69.26,"70,24",1.0514,0.9978,"0,9026","436,48","436,54","436,45","436,41",0,43647,62834.377707190295,4361504.309480858,4139156.362944646,1.04908692,69.36333333333334,4333712.666666667,0.9978,1.0517333333333332,1484080.3333333333,62474.63792810021,4343267.855949757,4120546.179352116,1.04941952
2025-07-09 06:00:00,4487402,4.466.824,4.377.989,4.372.294,4.369.695,4.375.378,"475,70",69.61,"70,60",1.0519,0.9978,"0,9017","436,55","436,53","436,42","436,47",0,4364925,64464.904467748886,4497296.051312888,4265996.767753589,1.0495858200000001,69.47,4568110.666666667,0.9978,1.0517333333333332,1614997.0,65753.10652116417,4578182.66853745,4343379.148265511,1.04941952
2025-07-09 07:00:00,4865021,4.841.088,4.377.989,4.372.294,193.483,194.402,"516,17",69.54,"70,53",1.0519,0.9978,"0,9019","436,48","436,45","436,39","436,42",0,436435,69960.03738855335,4875747.644818601,4624984.314098298,1.0495858200000001,69.62666666666667,4792143.0,0.9978,1.0518666666666665,1.455450000160045e+16,68824.78701486664,4802708.959711365,4555853.426472655,1.0495525600000002
2025-07-09 08:00:00,5024006,4.999.996,4.377.989,4.372.294,400.306,402.216,"532,24",69.73,"70,72",1.0518,0.9978,"0,9019","436,66","436,70","436,62","436,56",0,43663500000000005,72049.41918829772,5035083.183002606,4776579.197566077,1.0494860400000001,69.75,5074283.333333333,0.9978,1.0519333333333334,1.455450000016003e+16,72742.90164450812,5085471.370348101,4823751.852048946,1.0496190800000003
2025-07-09 09:00:00,5333823,5.310.143,4.377.989,4.372.294,617.183,620.069,"562,66",69.98,"70,96",1.0521,0.9978,"0,9014","436,62","436,73","436,59","436,58",0,43663,76219.24835667333,5345583.283223091,5069692.044482463,1.04978538,69.89666666666666,5256145.0,0.9978,1.0519,1.4554500000160334e+16,75195.04313040427,5267734.014832632,4996803.604103015,1.0495858200000001
2025-07-09 10:00:00,5410606,5.381.799,4.377.989,4.372.294,840.038,844.129,"571,12",69.98,"70,96",1.0518,0.9978,"0,9020","437,38","437,42","437,32","437,26",0,437345,77316.46184624179,5422535.578272198,5144139.570260505,1.0494860400000001,70.05,5442783.666666667,0.9978,1.0520000000000003,1615472.3333333333,77696.69705628823,5454784.191888823,5173745.918281239,1.0496856
2025-07-09 11:00:00,5583922,5.558.537,4.377.989,4.372.294,1.063.730,1.069.058,"587,52",70.19,"71,17",1.0521,0.9978,"0,9014","436,55","436,60","436,53","436,49",0,4365425,79554.38096594957,5596233.714171177,5307406.140100751,1.04978538,70.12,5518308.333333333,0.9978,1.0523,1745963.0,78696.68735806482,5530475.379167502,5244024.891741185,1.04998494
2025-07-09 12:00:00,5560397,5.560.314,4.377.989,4.372.294,1.297.807,1.303.616,"584,16",70.19,"71,18",1.053,0.9978,"0,9000","435,14","435,19","435,12","435,09",0,435135,79219.21926200314,5572656.84505913,5280528.964862298,1.0506834,70.14333333333333,5505408.666666667,0.9978,1.0527,3050039.6666666665,78486.78418257476,5517547.270662124,5229820.406940833,1.05038406
2025-07-09 13:00:00,5371907,5.377.962,4.377.989,4.372.294,1.526.994,1.532.496,"565,45",70.05,"71,03",1.053,0.9978,"0,8999","434,95","435,01","434,96","434,91",0,4349575,76686.7523197716,5383751.252756063,5101526.11585945,1.0506834,70.08666666666666,5423684.666666667,0.9978,1.052933333333333,1739906.3333333333,77384.01471082483,5435643.081445848,5151018.740179792,1.05061688
2025-07-09 14:00:00,5338750,5.336.606,4.377.989,4.372.294,1.753.034,1.758.443,"562,40",70.02,"71,00",1.0528,0.9978,"0,9002","435,05","435,07","435,02","434,96",0,435025,76246.0725506998,5350521.146522349,5071001.139817629,1.05048384,69.98666666666666,5283251.333333333,0.9978,1.0529666666666666,1.4479250001594864e+16,75488.01511993725,5294900.113583216,5017499.2729255,1.0506501400000001
2025-07-09 15:00:00,5139097,5.150.289,4.377.989,4.372.294,1.968.887,1.974.122,"542,06",69.89,"70,88",1.0531,0.9978,"0,8997","434,40","434,42","434,39","434,30",0,43437750000000005,73531.2204893404,5150427.941471237,4879970.563099422,1.05078318,70.07666666666667,5299468.0,0.9978,1.0532000000000001,1.4479250001591382e+16,75620.47898452611,5311152.535578273,5031759.793541393,1.05088296
2025-07-09 16:00:00,5420557,5.439.617,4.377.989,4.372.294,2.193.042,2.197.591,"567,51",70.32,"71,30",1.0537,0.9978,"0,8986","433,92","433,97","433,91","433,85",0,4339125,77084.14391353812,5432508.5187412305,5144307.677707127,1.05138186,70.07,5314117.333333333,0.9978,1.0532666666666666,2.898125000144638e+16,75837.0167057214,5325834.168504043,5045350.739971288,1.05094948
2025-07-09 17:00:00,5382698,5.387.491,4.377.989,4.372.294,2.420.258,2.424.208,"566,96",70.0,"70,98",1.053,0.9978,"0,8999","435,02","435,13","435,12","434,97",0,43506000000000006,76895.68571428572,5394566.0452996595,5111773.979107313,1.0506834,69.92999999999999,5215271.333333333,0.9978,1.053,1.4502000001591538e+16,74562.3423263995,5226770.22783457,4952654.099738932,1.0506833999999998
