Fecha,CIDIA_m3dia,CIDIA93_m3dia,VOLUMEN_m3,VOLUMEN93_m3,VHOY93_m3,VHOY_m3,FRECUENCIA_Hz,PMA_Kgcm2,PAB_Kgcm2,Fpv,Zb,Zf,SNDVEL7_ms,SNDVEL8_ms,SNDVEL6_ms,SNDVEL5_ms
22/7/2025 12:00:00,3.382.707,3.348.745,2.937.520,2.915.059,797.659,804.762,"371,08","67,40","68,38","1,0498","0,9978","0,9054","437,91","437,93","437,88","437,81"
22/7/2025 13:00:00,3.692.047,3.652.123,2.937.520,2.915.059,941.622,950.282,"405,93","67,38","68,37","1,0493","0,9978","0,9062","438,50","438,50","438,51","438,43"
22/7/2025 14:00:00,3.594.029,3.550.999,2.937.520,2.915.059,1.089.616,1.100.011,"395,83","67,28","68,26","1,0491","0,9979","0,9066","438,82","438,85","438,82","438,74"
22/7/2025 15:00:00,3.621.524,3.581.528,2.937.520,2.915.059,1.243.128,1.255.307,"397,46","67,52","68,50","1,0494","0,9978","0,9062","438,31","438,29","438,25","438,18"
22/7/2025 16:00:00,3.321.880,3.284.515,2.937.520,2.915.059,1.389.952,1.403.738,"364,00","67,62","68,60","1,0494","0,9978","0,9061","438,52","438,54","438,58","438,54"
22/7/2025 17:00:00,3.499.586,3.464.587,2.937.520,2.915.059,1.530.408,1.545.751,"383,15","67,76","68,74","1,0496","0,9978","0,9058","438,56","438,58","438,54","438,48"
22/7/2025 18:00:00,3.481.731,3.445.633,2.937.520,2.915.059,1.674.358,1.691.145,"380,73","67,74","68,73","1,0496","0,9978","0,9059","438,79","438,81","438,77","438,72"
22/7/2025 19:00:00,3.600.934,3.560.320,2.937.520,2.915.059,1.821.826,1.840.242,"395,26","67,49","68,47","1,0493","0,9979","0,9063","439,17","439,21","439,14","439,12"
22/7/2025 20:00:00,2.839.118,2.804.775,2.937.520,2.915.059,1.960.676,1.980.800,"314,35","66,98","67,96","1,0490","0,9979","0,9069","438,73","438,73","438,71","438,62"
22/7/2025 21:00:00,2.486.934,2.455.835,2.937.520,2.915.059,2.070.908,2.092.413,"275,73","66,73","67,71","1,0490","0,9979","0,9068","438,50","438,48","438,48","438,39"
22/7/2025 22:00:00,2.510.757,2.478.592,2.937.520,2.915.059,2.173.282,2.196.084,"278,20","66,75","67,73","1,0491","0,9979","0,9067","438,60","438,57","438,57","438,47"
22/7/2025 23:00:00,2.439.482,2.407.426,2.937.520,2.915.059,2.272.568,2.296.682,"270,76","66,63","67,61","1,0491","0,9979","0,9067","438,10","438,10","438,10","437,99"
23/7/2025 00:00:00,2.473.613,2.449.621,,,2.373.077,2.398.363,"274,85","66,49","67,48","1,0496","0,9978","0,9058","436,72","436,72","436,71","436,62"
23/7/2025 01:00:00,2.639.242,2.615.600,2.937.520,2.915.059,2.486.877,2.513.183,"292,87","66,63","67,61","1,0496","0,9978","0,9058","437,15","437,11","437,10","437,03"
23/7/2025 02:00:00,2.706.016,2.681.921,2.937.520,2.915.059,2.597.215,2.624.532,"299,81","66,75","67,73","1,0496","0,9978","0,9057","437,03","437,00","436,97","436,95"
23/7/2025 03:00:00,2.689.850,2.665.079,2.937.520,2.915.059,2.709.097,2.737.368,"297,98","66,75","67,74","1,0496","0,9978","0,9057","437,28","437,26","437,26","437,18"
23/7/2025 04:00:00,2.733.367,2.707.303,2.937.520,2.915.059,2.819.680,2.849.011,"302,57","66,79","67,77","1,0496","0,9978","0,9058","437,33","437,31","437,31","437,22"
23/7/2025 05:00:00,2.679.957,2.653.556,2.937.520,2.915.059,2.929.569,2.959.963,"296,93","66,72","67,70","1,0495","0,9978","0,9059","437,44","437,43","437,46","437,35"
23/7/2025 06:00:00,2.631.774,2.602.595,2.937.520,2.915.059,3.038.945,3.070.493,"292,00","66,65","67,63","1,0493","0,9978","0,9063","437,88","437,87","437,86","437,76"
23/7/2025 07:00:00,2.496.605,2.471.256,2.937.520,2.915.059,92.981,94.010,"277,00","66,60","67,58","1,0495","0,9978","0,9059","437,88","437,87","437,86","437,76"
23/7/2025 08:00:00,2.496.605,2.471.256,2.937.520,2.915.059,92.981,94.010,"277,00","66,60","67,58","1,0495","0,9978","0,9059","437,88","437,87","437,86","437,76"
23/7/2025 09:00:00,106.908,106.208,2.937.520,2.915.059,262.788,265.330,"12,63","65,79","66,77","1,0513","0,9978","0,9028","433,81","433,64","433,90","433,79"
23/7/2025 10:00:00,619.489,671.888,2.937.520,2.915.059,276.842,278.689,"61,16","65,52","66,50","1,0884","0,9972","0,8419","81,22","386,50","0,00","386,42"
23/7/2025 11:00:00,0,0,2.937.520,2.915.059,278.513,280.233,"2,40","65,29","66,28","1,0875","0,9973","0,8432","384,88","383,38","385,60","385,80"
23/7/2025 12:00:00,0,0,2.937.520,2.915.059,278.514,280.234,"0,00","65,14","66,12","1,0880","0,9973","0,8425","383,37","379,68","384,79","385,35"
23/7/2025 13:00:00,0,0,2.937.520,2.915.059,278.514,280.234,"0,00","64,27","65,25","1,0858","0,9973","0,8458","384,09","379,78","385,74","386,28"
23/7/2025 14:00:00,0,0,2.937.520,2.915.059,278.514,280.234,"2,25","64,29","65,27","1,0859","0,9973","0,8458","383,92","379,75","385,65","386,07"
23/7/2025 15:00:00,255.726,275.448,2.937.520,2.915.059,281.031,282.570,"24,89","66,70","67,68","1,0871","0,9973","0,8438","387,15","386,54","387,28","387,21"
23/7/2025 16:00:00,3.032.968,3.106.550,2.937.520,2.915.059,385.418,381.816,"323,67","67,30","68,28","1,0575","0,9977","0,8922","428,64","428,59","428,62","428,48"
23/7/2025 17:00:00,3.395.875,3.362.074,2.937.520,2.915.059,518.724,514.982,"370,71","67,56","68,55","1,0504","0,9978","0,9044","437,87","437,82","437,84","437,74"
23/7/2025 18:00:00,3.575.518,3.531.397,2.937.520,2.915.059,660.250,658.155,"390,23","67,84","68,83","1,0495","0,9979","0,9059","438,99","438,98","438,96","438,87"
23/7/2025 19:00:00,3.531.638,3.485.015,2.937.520,2.915.059,803.260,803.036,"386,43","67,69","68,68","1,0492","0,9979","0,9064","439,12","439,12","439,11","439,02"
23/7/2025 20:00:00,4.486.747,4.437.336,2.937.520,2.915.059,965.641,967.426,"486,25","68,43","69,42","1,0497","0,9978","0,9055","438,82","438,86","438,80","438,74"
23/7/2025 21:00:00,3.124.650,3.092.422,2.937.520,2.915.059,1.141.614,1.145.357,"341,60","67,75","68,74","1,0498","0,9978","0,9054","438,10","438,09","438,09","437,99"
23/7/2025 22:00:00,3.186.925,3.160.037,2.937.520,2.915.059,1.275.622,1.280.691,"349,25","67,54","68,53","1,0499","0,9978","0,9052","437,30","437,25","437,24","437,16"
23/7/2025 23:00:00,3.235.267,3.209.118,2.937.520,2.915.059,1.407.973,1.414.151,"354,29","67,58","68,57","1,0500","0,9978","0,9050","436,96","436,94","436,93","436,83"
24/7/2025 00:00:00,3.207.441,3.181.348,,,1.541.426,1.548.693,"351,72","67,47","68,45","1,0500","0,9978","0,9050","436,86","436,85","436,84","436,76"
24/7/2025 01:00:00,3.211.973,3.191.283,2.435.139,2.421.162,1.673.809,1.681.996,"350,50","67,46","68,45","1,0504","0,9978","0,9044","436,19","436,18","436,17","436,06"
24/7/2025 02:00:00,3.317.812,3.294.892,2.435.139,2.421.162,1.805.985,1.815.024,"363,45","67,52","68,50","1,0503","0,9978","0,9045","436,54","436,56","436,54","436,42"
24/7/2025 03:00:00,3.554.196,3.529.059,2.435.139,2.421.162,1.952.532,1.962.596,"388,79","67,72","68,71","1,0501","0,9978","0,9049","437,09","437,08","437,09","436,95"
24/7/2025 04:00:00,3.830.072,3.801.315,2.435.139,2.421.162,2.106.196,2.117.397,"417,57","67,87","68,85","1,0502","0,9978","0,9048","437,03","437,01","436,99","436,96"
24/7/2025 05:00:00,3.857.354,3.822.338,2.435.139,2.421.162,2.262.222,2.274.712,"420,77","67,94","68,92","1,0499","0,9978","0,9052","437,88","437,91","437,88","437,78"
24/7/2025 06:00:00,3.710.715,3.675.216,2.435.139,2.421.162,2.418.858,2.432.812,"405,37","67,89","68,88","1,0497","0,9978","0,9057","438,12","438,17","438,16","438,02"
24/7/2025 07:00:00,3.621.877,3.585.603,2.435.139,2.421.162,145.265,146.699,"397,81","67,53","68,52","1,0494","0,9978","0,9061","438,17","438,18","438,13","438,08"
24/7/2025 08:00:00,3.586.224,3.551.524,2.435.139,2.421.162,290.280,293.150,"394,89","67,34","68,32","1,0494","0,9978","0,9061","438,25","438,26","438,24","438,16"
24/7/2025 09:00:00,3.631.044,3.597.886,2.435.139,2.421.162,437.598,441.900,"399,70","67,34","68,32","1,0495","0,9978","0,9060","437,80","437,84","437,83","437,75"
24/7/2025 10:00:00,3.660.455,3.628.298,2.435.139,2.421.162,590.503,596.188,"403,32","67,35","68,33","1,0494","0,9978","0,9061","437,92","437,91","437,86","437,80"
24/7/2025 11:00:00,3.460.673,3.431.084,2.435.139,2.421.162,743.328,750.368,"382,70","67,18","68,16","1,0494","0,9978","0,9061","437,69","437,67","437,67","437,60"
24/7/2025 12:00:00,3.405.400,3.371.990,2.435.139,2.421.162,883.472,891.813,"376,52","67,16","68,14","1,0491","0,9978","0,9066","438,31","438,31","438,31","438,24"
24/7/2025 13:00:00,2.577.119,2.553.055,2.435.139,2.421.162,1.012.128,1.021.744,"286,02","66,78","67,77","1,0492","0,9978","0,9064","437,63","437,63","437,62","437,52"
24/7/2025 14:00:00,2.321.569,2.296.412,2.435.139,2.421.162,1.113.961,1.124.575,"257,95","66,65","67,64","1,0491","0,9978","0,9067","438,44","438,45","438,47","438,33"
24/7/2025 15:00:00,2.416.821,2.387.003,2.435.139,2.421.162,1.211.885,1.223.698,"270,59","66,18","67,16","1,0486","0,9979","0,9076","438,75","438,74","438,72","438,64"
24/7/2025 16:00:00,2.999.315,2.959.357,2.435.139,2.421.162,1.322.715,1.335.998,"336,71","66,12","67,10","1,0481","0,9979","0,9083","438,99","438,98","438,95","438,87"
24/7/2025 17:00:00,3.047.215,3.012.681,2.435.139,2.421.162,1.448.484,1.463.346,"342,57","66,06","67,05","1,0483","0,9978","0,9081","438,49","438,47","438,50","438,41"
24/7/2025 18:00:00,3.476.306,3.436.994,2.435.139,2.421.162,1.580.967,1.597.335,"389,57","66,28","67,26","1,0484","0,9978","0,9079","438,29","438,39","438,29","438,22"
24/7/2025 19:00:00,2.962.227,2.927.400,2.435.139,2.421.162,1.725.710,1.743.718,"332,37","66,23","67,21","1,0483","0,9978","0,9080","438,52","438,54","438,51","438,44"
24/7/2025 20:00:00,2.369.060,2.339.245,2.435.139,2.421.162,1.822.066,1.841.300,"266,35","65,94","66,93","1,0484","0,9978","0,9078","437,57","437,54","437,59","437,46"
24/7/2025 21:00:00,1.095.571,1.081.692,2.435.139,2.421.162,1.900.933,1.921.142,"123,85","65,41","66,39","1,0487","0,9978","0,9073","437,02","436,97","437,00","436,87"
24/7/2025 22:00:00,1.781.324,1.763.459,2.435.139,2.421.162,1.962.179,1.983.108,"200,55","65,66","66,64","1,0490","0,9978","0,9068","437,13","437,08","437,11","436,97"
24/7/2025 23:00:00,2.253.412,2.231.708,2.435.139,2.421.162,2.041.490,2.063.191,"255,61","65,85","66,83","1,0490","0,9978","0,9068","437,22","437,14","437,16","437,03"
25/7/2025 00:00:00,2.071.001,2.051.286,,,2.123.063,2.145.588,"233,39","65,56","66,54","1,0490","0,9978","0,9068","437,06","437,02","436,99","436,88"
25/7/2025 01:00:00,1.849.877,1.831.130,2.719.001,2.689.944,2.197.546,2.220.767,"208,25","65,62","66,61","1,0490","0,9978","0,9068","437,08","437,03","437,07","436,93"
25/7/2025 02:00:00,2.231.732,2.210.210,2.719.001,2.689.944,2.282.813,2.306.857,"251,04","65,71","66,69","1,0490","0,9978","0,9068","437,40","437,35","437,40","437,27"
25/7/2025 03:00:00,2.206.313,2.179.961,2.719.001,2.689.944,2.373.337,2.398.386,"248,21","65,80","66,78","1,0486","0,9979","0,9075","438,16","438,13","438,17","438,06"
25/7/2025 04:00:00,2.325.355,2.291.602,2.719.001,2.689.944,2.466.711,2.493.029,"260,65","66,12","67,10","1,0483","0,9979","0,9080","439,05","438,99","439,03","438,91"
25/7/2025 05:00:00,2.809.592,2.772.284,2.719.001,2.689.944,2.570.930,2.598.778,"313,15","66,48","67,46","1,0487","0,9979","0,9074","438,31","438,26","438,29","438,18"
25/7/2025 06:00:00,2.849.630,2.825.684,2.719.001,2.689.944,2.688.076,2.717.118,"317,04","66,59","67,57","1,0493","0,9978","0,9062","437,49","437,43","437,35","437,30"
25/7/2025 07:00:00,2.605.065,2.595.463,2.719.001,2.689.944,109.717,110.505,"289,49","66,50","67,48","1,0502","0,9978","0,9047","435,04","434,97","434,98","434,86"
25/7/2025 08:00:00,3.196.431,3.191.346,2.719.001,2.689.944,230.430,231.523,"353,14","66,89","67,87","1,0507","0,9978","0,9038","434,38","434,37","434,37","434,27"
25/7/2025 09:00:00,3.289.201,3.278.052,2.719.001,2.689.944,374.776,376.091,"363,43","67,03","68,01","1,0502","0,9978","0,9047","436,06","436,02","436,01","435,96"
25/7/2025 10:00:00,3.836.272,3.806.641,2.719.001,2.689.944,528.141,530.391,"423,45","67,45","68,44","1,0496","0,9978","0,9058","437,57","437,59","437,58","437,49"
25/7/2025 11:00:00,3.845.551,3.811.151,2.719.001,2.689.944,688.668,692.222,"423,21","67,45","68,44","1,0494","0,9978","0,9062","437,90","437,90","437,87","437,81"
25/7/2025 12:00:00,3.401.983,3.368.387,2.719.001,2.689.944,834.866,839.745,"370,85","68,23","69,21","1,0503","0,9978","0,9046","438,09","438,07","438,08","437,97"
25/7/2025 13:00:00,3.760.191,3.730.849,2.719.001,2.689.944,981.284,987.458,"408,00","68,11","69,09","1,0507","0,9978","0,9039","437,12","437,09","437,13","436,99"
25/7/2025 14:00:00,3.520.091,3.498.001,2.719.001,2.689.944,1.130.579,1.137.759,"381,38","68,10","69,08","1,0510","0,9978","0,9034","437,04","437,01","437,01","436,91"
25/7/2025 15:00:00,3.661.732,3.636.824,2.719.001,2.689.944,1.281.578,1.289.829,"397,31","68,00","68,98","1,0508","0,9978","0,9037","436,55","436,55","436,57","436,45"
25/7/2025 16:00:00,3.716.951,3.706.264,2.719.001,2.689.944,1.435.536,1.444.603,"402,93","68,17","69,15","1,0516","0,9978","0,9024","435,09","435,07","435,06","434,96"
25/7/2025 17:00:00,3.727.372,3.714.852,2.719.001,2.689.944,1.590.553,1.600.000,"402,00","68,34","69,32","1,0517","0,9978","0,9021","435,51","435,50","435,51","435,39"
25/7/2025 18:00:00,3.984.292,3.968.226,2.719.001,2.689.944,1.747.976,1.757.847,"428,03","68,60","69,58","1,0517","0,9978","0,9021","435,81","435,78","435,78","435,69"
25/7/2025 19:00:00,4.028.115,4.013.670,2.719.001,2.689.944,1.914.063,1.924.468,"433,63","68,70","69,68","1,0519","0,9978","0,9018","435,65","435,65","435,61","435,52"
25/7/2025 20:00:00,3.876.824,3.866.912,2.719.001,2.689.944,2.078.682,2.089.598,"414,96","68,82","69,80","1,0521","0,9978","0,9015","435,57","435,56","435,54","435,48"
25/7/2025 21:00:00,3.714.083,3.701.382,2.719.001,2.689.944,2.230.583,2.241.968,"399,17","68,65","69,64","1,0520","0,9978","0,9016","435,92","435,88","435,91","435,79"
25/7/2025 22:00:00,3.428.050,3.414.441,2.719.001,2.689.944,2.377.299,2.389.329,"368,93","68,35","69,33","1,0518","0,9978","0,9019","435,72","435,64","435,72","435,60"
25/7/2025 23:00:00,3.232.019,3.214.767,2.719.001,2.689.944,2.516.278,2.528.930,"347,66","68,42","69,40","1,0517","0,9978","0,9020","435,77","435,76","435,74","435,66"
26/7/2025 00:00:00,3.158.230,3.143.646,,,2.648.113,2.661.435,"338,86","68,56","69,54","1,0520","0,9978","0,9016","435,75","435,73","435,69","435,61"
26/7/2025 01:00:00,3.120.385,3.107.679,3.425.455,3.409.149,2.779.722,2.793.594,"336,00","68,47","69,46","1,0521","0,9978","0,9014","435,40","435,34","435,36","435,23"
26/7/2025 02:00:00,2.984.303,2.973.152,3.425.455,3.409.149,2.907.069,2.921.410,"320,97","68,31","69,29","1,0521","0,9978","0,9014","435,21","435,16","435,15","435,02"
26/7/2025 03:00:00,2.991.842,2.975.100,3.425.455,3.409.149,3.033.137,3.048.009,"322,01","68,29","69,27","1,0518","0,9978","0,9019","436,12","436,12","436,09","435,96"
26/7/2025 04:00:00,3.224.995,3.209.837,3.425.455,3.409.149,3.161.692,3.177.319,"345,99","68,47","69,45","1,0521","0,9978","0,9014","435,27","435,22","435,25","435,12"
26/7/2025 05:00:00,2.951.445,2.947.549,3.425.455,3.409.149,3.290.468,3.306.444,"316,75","68,36","69,34","1,0528","0,9978","0,9002","434,38","434,33","434,35","434,22"
26/7/2025 06:00:00,2.719.602,2.708.561,3.425.455,3.409.149,3.407.437,3.423.736,"291,39","68,50","69,48","1,0524","0,9978","0,9008","434,99","434,90","434,98","434,80"
26/7/2025 07:00:00,3.588.146,3.563.805,3.425.455,3.409.149,124.980,125.672,"382,26","69,02","70,00","1,0520","0,9978","0,9016","436,07","436,05","436,06","435,96"
26/7/2025 08:00:00,3.430.435,3.406.371,3.425.455,3.409.149,271.251,272.920,"369,44","68,55","69,53","1,0517","0,9978","0,9021","436,20","436,11","436,11","436,01"
26/7/2025 09:00:00,3.568.985,3.548.620,3.425.455,3.409.149,417.938,420.534,"382,00","68,59","69,57","1,0518","0,9978","0,9020","436,26","436,25","436,24","436,17"
26/7/2025 10:00:00,3.414.719,3.391.600,3.425.455,3.409.149,560.999,564.453,"366,14","68,66","69,65","1,0515","0,9978","0,9024","436,75","436,68","436,74","436,60"
26/7/2025 11:00:00,3.398.598,3.383.857,3.425.455,3.409.149,701.096,705.384,"363,65","68,74","69,72","1,0520","0,9978","0,9015","435,53","435,52","435,53","435,44"
26/7/2025 12:00:00,2.685.858,2.674.166,3.425.455,3.409.149,819.216,823.909,"288,54","68,39","69,37","1,0520","0,9978","0,9016","435,65","435,59","435,65","435,50"
26/7/2025 13:00:00,3.052.383,3.038.439,3.425.455,3.409.149,937.083,942.408,"327,22","68,70","69,68","1,0523","0,9978","0,9011","435,33","435,29","435,31","435,17"
26/7/2025 14:00:00,2.994.867,2.977.542,3.425.455,3.409.149,1.066.111,1.072.117,"320,86","68,63","69,61","1,0519","0,9978","0,9018","436,03","436,00","436,01","435,90"
26/7/2025 15:00:00,3.127.505,3.096.382,3.425.455,3.409.149,1.186.052,1.192.934,"334,79","68,79","69,78","1,0512","0,9978","0,9030","438,33","438,30","438,36","438,25"
26/7/2025 16:00:00,3.484.401,3.454.225,3.425.455,3.409.149,1.318.000,1.326.326,"372,06","69,00","69,98","1,0513","0,9978","0,9028","437,14","437,10","437,12","436,98"
26/7/2025 17:00:00,3.661.858,3.664.942,3.425.455,3.409.149,1.466.740,1.475.582,"389,99","69,00","69,99","1,0530","0,9978","0,8999","433,64","433,64","433,62","433,51"
26/7/2025 18:00:00,2.814.353,2.827.361,3.425.455,3.409.149,1.606.381,1.614.816,"301,10","68,48","69,47","1,0537","0,9978","0,8986","432,39","432,37","432,36","432,15"
26/7/2025 19:00:00,2.584.966,2.579.677,3.425.455,3.409.149,1.716.988,1.725.240,"278,21","68,15","69,14","1,0525","0,9978","0,9007","434,90","434,88","434,87","434,75"
26/7/2025 20:00:00,2.931.946,2.916.154,3.425.455,3.409.149,1.834.522,1.843.223,"322,18","66,87","67,86","1,0510","0,9978","0,9033","435,95","435,96","435,95","435,78"
26/7/2025 21:00:00,2.384.072,2.369.263,3.425.455,3.409.149,1.948.400,1.957.811,"263,58","66,68","67,66","1,0508","0,9978","0,9036","435,92","435,92","435,92","435,70"
26/7/2025 22:00:00,3.605.769,3.597.034,3.425.455,3.409.149,2.073.571,2.083.533,"393,65","67,36","68,34","1,0515","0,9978","0,9024","434,88","434,90","434,88","434,74"
26/7/2025 23:00:00,3.675.344,3.671.667,3.425.455,3.409.149,2.224.156,2.234.305,"395,30","68,46","69,44","1,0521","0,9978","0,9015","434,99","434,96","434,94","434,82"
27/7/2025 00:00:00,3.611.574,3.605.983,,,2.373.331,2.383.627,"383,30","69,06","70,05","1,0525","0,9978","0,9008","435,17","435,16","435,14","435,03"
27/7/2025 01:00:00,3.977.014,3.963.658,3.433.812,3.421.482,2.531.315,2.541.986,"423,75","69,11","70,10","1,0524","0,9978","0,9010","435,11","435,13","435,12","435,02"
27/7/2025 02:00:00,4.022.814,4.017.537,3.433.812,3.421.482,2.702.432,2.713.494,"428,71","69,14","70,12","1,0524","0,9978","0,9009","435,19","435,19","435,17","435,11"
27/7/2025 03:00:00,4.116.256,4.110.815,3.433.812,3.421.482,2.876.129,2.887.399,"438,47","69,28","70,27","1,0523","0,9978","0,9011","435,69","435,72","435,66","435,63"
27/7/2025 04:00:00,4.411.799,4.406.704,3.433.812,3.421.482,3.051.727,3.063.202,"467,82","69,55","70,53","1,0523","0,9978","0,9011","436,27","436,29","436,24","436,19"
27/7/2025 05:00:00,4.371.815,4.361.284,3.433.812,3.421.482,3.235.240,3.247.042,"464,00","69,63","70,62","1,0521","0,9978","0,9014","436,68","436,68","436,65","436,57"
27/7/2025 06:00:00,4.493.639,4.478.739,3.433.812,3.421.482,3.418.669,3.430.989,"476,79","69,55","70,54","1,0519","0,9978","0,9018","437,19","437,21","437,18","437,13"
27/7/2025 07:00:00,4.013.348,3.996.073,3.433.812,3.421.482,182.675,183.408,"428,69","69,08","70,06","1,0516","0,9978","0,9023","437,08","437,06","437,06","437,00"
27/7/2025 08:00:00,4.296.037,4.278.584,3.433.812,3.421.482,358.099,359.572,"461,83","68,42","69,41","1,0512","0,9978","0,9031","436,73","436,77","436,72","436,68"
27/7/2025 09:00:00,3.562.514,3.554.043,3.433.812,3.421.482,521.103,523.192,"387,47","67,86","68,85","1,0512","0,9978","0,9029","435,59","435,57","435,58","435,52"
27/7/2025 10:00:00,2.816.433,2.810.757,3.433.812,3.421.482,655.970,658.261,"307,98","67,39","68,37","1,0513","0,9978","0,9028","435,13","435,14","435,10","435,01"
27/7/2025 11:00:00,3.109.237,3.086.977,3.433.812,3.421.482,775.175,778.047,"340,12","67,44","68,43","1,0505","0,9978","0,9042","437,44","437,42","437,42","437,31"
27/7/2025 12:00:00,3.136.201,3.117.210,3.433.812,3.421.482,906.990,910.837,"342,21","67,63","68,61","1,0507","0,9978","0,9038","436,71","436,72","436,70","436,60"
27/7/2025 13:00:00,2.905.646,2.892.735,3.433.812,3.421.482,1.032.320,1.036.872,"315,51","67,91","68,90","1,0511","0,9978","0,9032","436,58","436,60","436,56","436,48"
27/7/2025 14:00:00,2.919.112,2.901.768,3.433.812,3.421.482,1.149.937,1.155.077,"316,90","67,92","68,90","1,0509","0,9978","0,9034","436,55","436,53","436,52","436,42"
27/7/2025 15:00:00,2.916.221,2.905.839,3.433.812,3.421.482,1.270.880,1.276.619,"316,38","67,90","68,89","1,0514","0,9978","0,9027","435,76","435,73","435,74","435,59"
27/7/2025 16:00:00,2.816.087,2.808.983,3.433.812,3.421.482,1.387.268,1.393.332,"305,86","67,84","68,83","1,0514","0,9978","0,9025","435,53","435,53","435,50","435,46"
27/7/2025 17:00:00,2.870.374,2.864.249,3.433.812,3.421.482,1.506.831,1.513.178,"311,70","67,88","68,86","1,0515","0,9978","0,9025","435,58","435,56","435,55","435,50"
27/7/2025 18:00:00,2.974.277,2.963.221,3.433.812,3.421.482,1.628.528,1.635.248,"322,47","68,00","68,98","1,0513","0,9978","0,9028","436,09","436,09","436,08","435,98"
27/7/2025 19:00:00,2.932.086,2.914.974,3.433.812,3.421.482,1.752.594,1.759.846,"317,53","68,13","69,11","1,0510","0,9978","0,9033","437,22","437,22","437,20","437,12"
27/7/2025 20:00:00,3.153.595,3.137.778,3.433.812,3.421.482,1.882.345,1.890.331,"340,92","68,24","69,22","1,0513","0,9978","0,9029","436,06","436,05","436,01","435,94"
27/7/2025 21:00:00,3.562.623,3.560.670,3.433.812,3.421.482,2.020.392,2.028.763,"383,13","68,52","69,50","1,0520","0,9978","0,9016","435,26","435,24","435,24","435,09"
27/7/2025 22:00:00,3.567.658,3.564.688,3.433.812,3.421.482,2.165.828,2.174.255,"384,06","68,47","69,46","1,0519","0,9978","0,9018","435,77","435,75","435,75","435,69"
27/7/2025 23:00:00,3.606.574,3.594.791,3.433.812,3.421.482,2.314.681,2.323.417,"388,81","68,63","69,62","1,0515","0,9978","0,9024","436,47","436,44","436,44","436,36"
28/7/2025 00:00:00,3.472.649,3.460.696,,,2.458.588,2.467.826,"370,90","69,05","70,04","1,0518","0,9978","0,9020","436,34","436,34","436,32","436,22"
28/7/2025 01:00:00,3.578.628,3.572.844,3.295.027,3.283.927,2.607.819,2.617.396,"381,51","69,12","70,10","1,0522","0,9978","0,9012","435,73","435,74","435,71","435,61"
28/7/2025 02:00:00,3.380.013,3.379.150,3.295.027,3.283.927,2.751.110,2.760.854,"362,29","68,99","69,97","1,0525","0,9978","0,9007","434,77","434,74","434,77","434,65"
28/7/2025 03:00:00,3.263.299,3.259.773,3.295.027,3.283.927,2.889.236,2.899.040,"349,52","68,89","69,88","1,0523","0,9978","0,9010","435,56","435,56","435,54","435,46"
28/7/2025 04:00:00,3.216.928,3.208.203,3.295.027,3.283.927,3.022.437,3.032.494,"344,03","68,76","69,75","1,0523","0,9978","0,9011","435,47","435,47","435,46","435,34"
28/7/2025 05:00:00,3.235.950,3.223.481,3.295.027,3.283.927,3.153.688,3.164.190,"346,66","68,62","69,60","1,0522","0,9978","0,9013","435,79","435,77","435,75","435,57"
28/7/2025 06:00:00,2.947.010,2.931.447,3.295.027,3.283.927,3.281.964,3.293.053,"315,20","68,85","69,84","1,0519","0,9978","0,9018","436,04","436,03","436,01","435,93"
28/7/2025 07:00:00,3.294.252,3.272.236,3.295.027,3.283.927,128.746,129.499,"354,03","68,60","69,58","1,0514","0,9978","0,9027","436,58","436,61","436,58","436,49"
28/7/2025 08:00:00,3.592.598,3.567.903,3.295.027,3.283.927,268.392,270.097,"386,12","68,68","69,66","1,0512","0,9978","0,9030","437,10","437,08","437,06","437,00"
28/7/2025 09:00:00,2.668.753,2.653.365,3.295.027,3.283.927,414.743,417.457,"288,98","68,11","69,09","1,0512","0,9978","0,9030","436,24","436,24","436,23","436,15"
28/7/2025 10:00:00,3.188.277,3.179.066,3.295.027,3.283.927,545.954,549.269,"343,91","68,30","69,28","1,0518","0,9978","0,9019","435,09","435,06","435,06","434,98"
28/7/2025 11:00:00,3.218.062,3.215.828,3.295.027,3.283.927,681.099,684.596,"346,82","68,35","69,33","1,0524","0,9978","0,9009","434,13","434,13","434,11","433,99"
28/7/2025 12:00:00,3.318.908,3.320.329,3.295.027,3.283.927,817.832,821.292,"356,07","68,53","69,52","1,0526","0,9978","0,9005","434,42","434,36","434,40","434,26"
28/7/2025 13:00:00,3.234.475,3.225.250,3.295.027,3.283.927,955.935,959.529,"346,95","68,62","69,61","1,0521","0,9978","0,9014","435,72","435,71","435,73","435,63"
28/7/2025 14:00:00,3.170.733,3.157.636,3.295.027,3.283.927,1.084.584,1.088.675,"340,62","68,51","69,50","1,0519","0,9978","0,9018","435,84","435,76","435,79","435,67"
28/7/2025 15:00:00,3.224.804,3.208.794,3.295.027,3.283.927,1.216.855,1.221.552,"347,00","68,52","69,50","1,0516","0,9978","0,9023","436,24","436,21","436,22","436,12"
28/7/2025 16:00:00,3.215.333,3.201.374,3.295.027,3.283.927,1.349.508,1.354.777,"345,16","68,68","69,66","1,0517","0,9978","0,9021","436,04","436,03","435,96","435,91"
28/7/2025 17:00:00,3.363.055,3.353.212,3.295.027,3.283.927,1.484.860,1.490.644,"360,58","68,76","69,74","1,0518","0,9978","0,9019","435,64","435,66","435,66","435,51"
